ID,dist,plot,rep,N,W,incl,side,fam,gen,sp,spg,dap,h,b,kg,luz
,150,150.4,4,8.41073,83.31260,5,21,Myristicaceae,Virola,sp.,0.48,14.0,12,6,59,9.1
,150,150.4,4,8.41073,83.31260,5,21,Fabaceae/Mimosoideae,Inga,sp.,0.58,7.0,9,5,15,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bombacaceae,Bombacopsis,quinata,0.480,14.0,11,5,50,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bombacaceae,Bombacopsis,quinata,0.480,14.2,12,5,55,9.1
,150,150.4,4,8.41073,83.31260,5,21,Sapotaceae,Manilkara,staminodella,0.89,6.0,8,5,12,9.1
,150,150.4,4,8.41073,83.31260,5,21,Lauraceae,Ocotea,insularis,0.53,5.4,7,6,7,9.1
,150,150.4,4,8.41073,83.31260,5,21,Sterculiaceae,Guazuma,ulmifolia,0.51,16.0,10,5,65,9.1
,150,150.4,4,8.41073,83.31260,5,21,Myristicaceae,Virola,sp.,0.48,7.0,13,5,13,9.1
,150,150.4,4,8.41073,83.31260,5,21,Combretaceae,-,-,0.58,32.0,16,7,458,9.1
,150,150.4,4,8.41073,83.31260,5,21,Myristicaceae,Virola,sp.,0.48,12.5,12,5,51,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bombacaceae,Bombacopsis,quinata,0.480,19.6,12,5,118,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bombacaceae,Bombacopsis,quinata,0.480,22.0,14,5,167,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bombacaceae,Bombacopsis,quinata,0.480,21.3,10,5,116,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bombacaceae,Bombacopsis,quinata,0.480,15.5,11,5,59,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bombacaceae,Bombacopsis,quinata,0.480,20.3,14,5,133,9.1
,150,150.4,4,8.41073,83.31260,5,21,Lauraceae,Ocotea,insularis,0.53,17.3,20,5,150,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bombacaceae,Bombacopsis,quinata,0.480,15.5,9,5,50,9.1
,150,150.4,4,8.41073,83.31260,5,21,Tiliaceae,-,-,0.58,34.0,17,6,403,9.1
,150,150.4,4,8.41073,83.31260,5,21,Euphorbiaceae,Hyeronima,alchorneoides,0.640,45.4,19,7,1075,9.1
,150,150.4,4,8.41073,83.31260,5,21,Euphorbiaceae,Hyeronima,alchorneoides,0.640,36.4,19,7,710,9.1
,150,150.4,4,8.41073,83.31260,5,21,Bignoniaceae,Tabebuia,sp.,0.78,62.3,26,6,3152,9.1
,150,150.4,4,8.41073,83.31260,5,21,Lauraceae,Ocotea,insularis,0.53,7.2,13,6,20,9.1
,150,150.4,4,8.41073,83.31260,5,21,Lauraceae,-,-,0.61,6.0,13,5,17,9.1
,150,150.5,5,8.40933,83.31243,-18,21,Annonaceae,Xylopia,sericophylla,0.58,7.9,7,5,14,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Fagaceae,Quercus,sp.,0.66,11.0,10,7,34,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Vochysiaceae,Vochysia,allenii,0.48,7.0,6,5,7,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Annonaceae,Guatteria,dolichopoda,0.54,6.5,7,6,9,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Vochysiaceae,Vochysia,ferruginea,0.37,7.8,8,5,10,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Vochysiaceae,Vochysia,ferruginea,0.37,17.7,12,6,66,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Moraceae,Ficus,insipida,0.38,59.1,19,7,972,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Simaroubaceae,Simaba,cedron,0.47,8.8,13,9,15,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Simaroubaceae,Simarouba,amara,0.417,5.5,9,6,6,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Annonaceae,Guatteria,dolichopoda,0.54,8.0,10,7,13,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Myrtaceae,Syzygium,jambos,0.70,5.8,8,5,9,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Fabaceae/Caesalpinioideae,Peltogyne,purpurea,0.75,5.8,8,6,1,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Melastomataceae,Miconia,argenta,0.62,7.3,5,5,3,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Tiliaceae,-,-,0.58,36.7,7,7,115,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Vochysiaceae,Vochysia,ferruginea,0.37,13.6,10,7,12,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Vochysiaceae,Vochysia,ferruginea,0.37,14.5,11,7,14,21.84
,150,150.5,5,8.40933,83.31243,-18,21,-,-,-,0.58,9.2,7,7,8,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Vochysiaceae,Vochysia,ferruginea,0.37,15.4,10,8,20,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Myristicaceae,Virola,sp.,0.48,6.8,10,5,2,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Myristicaceae,Virola,sp.,0.48,7.8,9,6,3,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Tiliaceae,-,-,0.58,10.0,11,7,7,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Tiliaceae,-,-,0.58,20.5,15,7,33,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Vochysiaceae,Vochysia,ferruginea,0.37,31.1,18,7,54,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Rubiaceae,Chimarrhis,latifolia,0.75,7.0,8,5,3,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Tiliaceae,-,-,0.58,47.8,13,8,183,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Vochysiaceae,Vochysia,ferruginea,0.37,16.6,11,5,14,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Tiliaceae,-,-,0.58,24.0,11,7,58,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Tiliaceae,-,-,0.58,12.2,16,7,54,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Tiliaceae,-,-,0.58,18.1,10,6,95,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Tiliaceae,-,-,0.58,14.5,10,6,56,21.84
,150,150.5,5,8.40933,83.31243,-18,21,Fabaceae/Mimosoideae,Inga,sp.,0.58,7.2,8,5,14,21.84
,200,200.1,1,8.40974,83.31254,-17,21,Sterculiaceae,Guazuma,ulmifolia,0.51,16.5,6,7,30,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Fabaceae/Mimosoideae,Inga,sp.,0.58,19.5,8,5,83,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Anacardiaceae,Spondias,sp.,0.39,52.3,11,6,477,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Fabaceae/Caesalpinioideae,Schizolobium,parahyba,0.315,8.9,11,6,14,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Fabaceae/Mimosoideae,Inga,sp.,0.58,29.0,12,7,257,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Fabaceae/Caesalpinioideae,Schizolobium,parahyba,0.315,6.8,10,6,7,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,7.5,9,6,11,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,7.0,7,5,8,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Simaroubaceae,Simaba,cedron,0.47,9.6,5,5,12,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Vochysiaceae,Vochysia,allenii,0.48,9.5,7,6,13,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,9.2,7,5,13,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Annonaceae,-,-,0.59,12.2,6,5,17,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Fabaceae/Mimosoideae,Inga,sp.,0.58,5.8,7,5,7,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Vochysiaceae,Vochysia,allenii,0.48,11.3,11,5,32,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Annonaceae,Guatteria,dolichopoda,0.54,9.2,9,5,20,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Vochysiaceae,Vochysia,ferruginea,0.37,7.0,9,6,7,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,29.0,13,5,277,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Myristicaceae,Virola,sp.,0.48,6.7,9,5,9,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,25.6,14,6,217,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,26.6,13,7,248,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,22.8,14,7,186,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,22.8,12,7,133,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,16.5,16,5,116,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Tiliaceae,-,-,0.58,17.2,14,5,113,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Vochysiaceae,Vochysia,allenii,0.48,9.5,6,5,15,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Fabaceae/Mimosoideae,Inga,sp.,0.58,27.6,10,6,202,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Fabaceae/Mimosoideae,Inga,sp.,0.58,29.0,14,6,276,13.26
,200,200.1,1,8.40974,83.31254,-17,21,Myristicaceae,Virola,sp.,0.48,6.7,10,6,11,13.26
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,25.2,20,6,225,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,20.0,15,6,169,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,25.5,13,5,165,8.84
,200,200.2,2,8.41167,83.31189,12,21,Combretaceae,Terminalia,amazonia,0.52,28.5,17,6,349,8.84
,200,200.2,2,8.41167,83.31189,12,21,Combretaceae,Terminalia,amazonia,0.52,30.6,17,5,411,8.84
,200,200.2,2,8.41167,83.31189,12,21,Combretaceae,Terminalia,amazonia,0.52,38.8,20,5,708,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,45.3,20,5,864,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,18.0,8,5,51,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,15.3,5,5,32,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,47.8,18,5,688,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,6.0,7,6,5,8.84
,200,200.2,2,8.41167,83.31189,12,21,Rubiaceae,Chimarrhis,latifolia,0.75,7.4,7,6,15,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,9.2,8,5,15,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,14.3,10,5,63,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,12.0,16,5,69,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,12.0,14,5,41,8.84
,200,200.2,2,8.41167,83.31189,12,21,Combretaceae,Terminalia,amazonia,0.52,8.2,8,5,14,8.84
,200,200.2,2,8.41167,83.31189,12,21,Combretaceae,Terminalia,amazonia,0.52,6.8,8,5,10,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,allenii,0.48,9.0,8,5,15,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,5.7,8,5,5,8.84
,200,200.2,2,8.41167,83.31189,12,21,Rubiaceae,Chimarrhis,latifolia,0.75,5.5,8,5,9,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,8.3,8,6,11,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,allenii,0.48,5.6,6,5,4,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,10.6,8,5,16,8.84
,200,200.2,2,8.41167,83.31189,12,21,Vochysiaceae,Vochysia,ferruginea,0.37,6.4,6,6,4,8.84
,200,200.2,2,8.41167,83.31189,12,21,Rubiaceae,Chimarrhis,latifolia,0.75,6.3,7,6,10,8.84
,200,200.2,2,8.41167,83.31189,12,21,Rubiaceae,Chimarrhis,latifolia,0.75,6.7,8,6,15,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,12.6,8,6,32,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,13.6,7,6,28,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,13.5,8,6,44,8.84
,200,200.2,2,8.41167,83.31189,12,21,-,-,-,0.58,8.0,8,6,16,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,13.4,6,6,26,8.84
,200,200.2,2,8.41167,83.31189,12,21,Moraceae,Ficus,insipida,0.38,5.2,6,6,3,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,5.2,7,6,6,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,9.5,6,5,12,8.84
,200,200.2,2,8.41167,83.31189,12,21,Euphorbiaceae,Hyeronima,alchorneoides,0.640,5.2,7,5,6,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,13.0,6,6,20,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,9.5,8,6,23,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,14.2,6,6,24,8.84
,200,200.2,2,8.41167,83.31189,12,21,Euphorbiaceae,Hyeronima,alchorneoides,0.640,9.0,8,6,22,8.84
,200,200.2,2,8.41167,83.31189,12,21,Bombacaceae,Bombacopsis,quinata,0.480,13.2,6,6,21,8.84
,200,200.2,2,8.41167,83.31189,12,21,Euphorbiaceae,Hyeronima,alchorneoides,0.640,6.4,7,6,9,8.84
,200,200.2,2,8.41167,83.31189,12,21,Tiliaceae,-,-,0.58,5.1,7,6,5,8.84
,200,200.3,3,8.41023,83.31132,10,21,Tiliaceae,-,-,0.58,10.5,6,5,17,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,10.0,6,5,11,10.92
,200,200.3,3,8.41023,83.31132,10,21,Bombacaceae,Bombacopsis,quinata,0.480,21.3,8,8,75,10.92
,200,200.3,3,8.41023,83.31132,10,21,Bombacaceae,Bombacopsis,quinata,0.480,20.6,8,5,64,10.92
,200,200.3,3,8.41023,83.31132,10,21,Clusiaceae,Visimia,ferruginea,0.49,7.3,5,5,6,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,7.8,9,7,9,10.92
,200,200.3,3,8.41023,83.31132,10,21,Bombacaceae,Bombacopsis,quinata,0.480,17.6,6,7,39,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,8.0,5,6,6,10.92
,200,200.3,3,8.41023,83.31132,10,21,Bombacaceae,Bombacopsis,quinata,0.480,16.9,10,8,47,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,10.5,9,7,15,10.92
,200,200.3,3,8.41023,83.31132,10,21,Moraceae,Ficus,insipida,0.38,35.1,14,7,286,10.92
,200,200.3,3,8.41023,83.31132,10,21,Moraceae,Ficus,insipida,0.38,34.5,11,7,228,10.92
,200,200.3,3,8.41023,83.31132,10,21,Meliaceae,Carapa,guianensis,0.560,9.0,10,5,22,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,19.6,10,5,68,10.92
,200,200.3,3,8.41023,83.31132,10,21,Meliaceae,Carapa,guianensis,0.560,13.2,12,7,52,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,31.2,15,5,321,10.92
,200,200.3,3,8.41023,83.31132,10,21,Meliaceae,Carapa,guianensis,0.560,11.8,10,5,37,10.92
,200,200.3,3,8.41023,83.31132,10,21,Bombacaceae,Bombacopsis,quinata,0.480,13.5,6,6,22,10.92
,200,200.3,3,8.41023,83.31132,10,21,Bombacaceae,Bombacopsis,quinata,0.480,20.0,6,7,48,10.92
,200,200.3,3,8.41023,83.31132,10,21,Meliaceae,Carapa,guianensis,0.560,7.8,9,6,16,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,22.2,8,5,70,10.92
,200,200.3,3,8.41023,83.31132,10,21,Bombacaceae,Bombacopsis,quinata,0.480,23.2,10,6,105,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,14.0,11,5,37,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,8.7,11,7,14,10.92
,200,200.3,3,8.41023,83.31132,10,21,Malpighiaceae,Byrsonima,crassifolia,0.58,9.5,7,6,15,10.92
,200,200.3,3,8.41023,83.31132,10,21,Fabaceae/Caesalpinioideae,Schizolobium,parahyba,0.315,17.5,10,6,49,10.92
,200,200.3,3,8.41023,83.31132,10,21,Meliaceae,Carapa,guianensis,0.560,13.0,11,6,48,10.92
,200,200.3,3,8.41023,83.31132,10,21,Tiliaceae,-,-,0.58,12.5,13,7,61,10.92
,200,200.3,3,8.41023,83.31132,10,21,Bombacaceae,Bombacopsis,quinata,0.480,11.8,7,6,24,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,27.0,18,7,278,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,39.3,12,9,418,10.92
,200,200.3,3,8.41023,83.31132,10,21,Fabaceae/Caesalpinioideae,Schizolobium,parahyba,0.315,23.0,18,6,148,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,32.8,20,5,491,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,22.0,18,5,201,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,26.7,17,6,283,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,ferruginea,0.37,6.7,7,5,6,10.92
,200,200.3,3,8.41023,83.31132,10,21,Rubiaceae,Chimarrhis,latifolia,0.75,7.4,10,8,23,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,24.4,21,5,286,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,25.2,18,8,255,10.92
,200,200.3,3,8.41023,83.31132,10,21,-,Psidium,guajava,0.71,9.0,8,7,19,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,20.1,21,6,186,10.92
,200,200.3,3,8.41023,83.31132,10,21,Vochysiaceae,Vochysia,allenii,0.48,23.4,12,5,163,10.92
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,25.2,11,5,170,6.76
,200,200.4,4,8.40992,83.31172,5,21,-,Vitex,cooperi,0.59,7.7,7,6,12,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Brosimum,sp.,0.68,6.2,10,9,12,6.76
,200,200.4,4,8.40992,83.31172,5,21,Myristicaceae,Virola,sp.,0.48,7.1,9,6,10,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,32.0,11,7,267,6.76
,200,200.4,4,8.40992,83.31172,5,21,Sterculiaceae,Guazuma,ulmifolia,0.51,13.7,7,5,33,6.76
,200,200.4,4,8.40992,83.31172,5,21,Sterculiaceae,Guazuma,ulmifolia,0.51,12.5,6,5,27,6.76
,200,200.4,4,8.40992,83.31172,5,21,Sterculiaceae,Guazuma,ulmifolia,0.51,13.4,7,5,36,6.76
,200,200.4,4,8.40992,83.31172,5,21,Tiliaceae,-,-,0.58,20.5,7,5,82,6.76
,200,200.4,4,8.40992,83.31172,5,21,Tiliaceae,-,-,0.58,9.1,9,5,12,6.76
,200,200.4,4,8.40992,83.31172,5,21,Myristicaceae,Virola,sp.,0.48,8.8,9,6,19,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,23.7,10,6,123,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,29.0,13,5,256,6.76
,200,200.4,4,8.40992,83.31172,5,21,Vochysiaceae,Vochysia,ferruginea,0.37,8.1,10,5,13,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Ficus,insipida,0.38,17.0,9,6,54,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Ficus,insipida,0.38,10.8,10,5,23,6.76
,200,200.4,4,8.40992,83.31172,5,21,Sapotaceae,Manilkara,staminodella,0.89,6.2,6,5,10,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,29.2,10,8,190,6.76
,200,200.4,4,8.40992,83.31172,5,21,Myristicaceae,Virola,sp.,0.48,6.9,7,5,8,6.76
,200,200.4,4,8.40992,83.31172,5,21,Myrtaceae,Syzygium,jambos,0.70,8.9,9,7,24,6.76
,200,200.4,4,8.40992,83.31172,5,21,Myrtaceae,Syzygium,jambos,0.70,6.7,8,7,12,6.76
,200,200.4,4,8.40992,83.31172,5,21,Fabaceae/Caesalpinioideae,Schizolobium,parahyba,0.315,5.7,12,6,7,6.76
,200,200.4,4,8.40992,83.31172,5,21,Myristicaceae,Virola,sp.,0.48,8.1,7,5,12,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,31.2,17,5,365,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,23.5,13,6,149,6.76
,200,200.4,4,8.40992,83.31172,5,21,Sapotaceae,Manilkara,staminodella,0.89,7.3,8,8,18,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,28.3,11,6,190,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Ficus,insipida,0.38,7.5,11,6,12,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Ficus,insipida,0.38,8.3,10,6,14,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Brosimum,sp.,0.68,8.5,7,5,17,6.76
,200,200.4,4,8.40992,83.31172,5,21,-,-,-,0.58,9.0,10,6,24,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,32.8,16,8,365,6.76
,200,200.4,4,8.40992,83.31172,5,21,Tiliaceae,-,-,0.58,10.0,9,5,28,6.76
,200,200.4,4,8.40992,83.31172,5,21,Cecropiaceae,-,-,0.58,7.7,10,6,16,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,14.1,13,5,62,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Ficus,insipida,0.38,8.0,8,6,9,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,28.4,12,5,225,6.76
,200,200.4,4,8.40992,83.31172,5,21,Fabaceae/Caesalpinioideae,Schizolobium,parahyba,0.315,8.4,13,5,15,6.76
,200,200.4,4,8.40992,83.31172,5,21,Fabaceae/Caesalpinioideae,Schizolobium,parahyba,0.315,13.0,15,6,38,6.76
,200,200.4,4,8.40992,83.31172,5,21,Myristicaceae,Virola,sp.,0.48,7.3,9,6,10,6.76
,200,200.4,4,8.40992,83.31172,5,21,Annonaceae,Guatteria,dolichopoda,0.54,7.2,10,7,13,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Ficus,insipida,0.38,10.9,11,6,24,6.76
,200,200.4,4,8.40992,83.31172,5,21,Moraceae,Ficus,insipida,0.38,12.1,10,5,28,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,24.6,17,5,236,6.76
,200,200.4,4,8.40992,83.31172,5,21,Vochysiaceae,Vochysia,allenii,0.48,52.5,21,7,1214,6.76
,200,200.4,4,8.40992,83.31172,5,21,Bombacaceae,Bombacopsis,quinata,0.480,33.2,14,7,341,6.76
,200,200.4,4,8.40992,83.31172,5,21,Tiliaceae,-,-,0.58,10.9,10,6,34,6.76
,250,250.1,1,8.41031,83.31173,-21,21,Vochysiaceae,Vochysia,allenii,0.48,24.8,14,5,200,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,26.5,10,6,153,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,26.1,13,6,204,4.94
,250,250.1,1,8.41031,83.31173,-21,21,-,Vitex,cooperi,0.59,7.6,6,5,10,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Tiliaceae,-,-,0.58,14.2,10,5,54,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,14.6,14,6,70,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Rubiaceae,Simira,maxonii,0.66,10.9,10,8,33,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Rubiaceae,Simira,maxonii,0.66,8.1,10,8,19,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,26.9,12,5,200,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,34.4,12,8,313,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Fabaceae/Mimosoideae,Inga,sp.,0.58,13.5,11,5,61,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,16.4,7,5,48,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Vochysiaceae,Vochysia,allenii,0.48,22.9,18,5,215,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,22.5,9,5,100,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Tiliaceae,-,-,0.58,22.1,10,7,130,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,25.0,11,7,172,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Vochysiaceae,Vochysia,allenii,0.48,21.7,13,6,144,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,25.5,10,5,142,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Vochysiaceae,Vochysia,allenii,0.48,9.0,9,6,14,4.94
,250,250.1,1,8.41031,83.31173,-21,21,Bombacaceae,Bombacopsis,quinata,0.480,21.6,11,8,96,4.94
